==PROF== Connected to process 3005342 (/home/yufan/gpu_kernel_design/executable-2080/CSGresnet-3)
warmup....
block shape <32, 1, 2>
grid shape <8, 2, 28>
64 56 56 64 1 | 1 1 28 32 2 1 4  
==PROF== Disconnected from process 3005342
"ID","Process ID","Process Name","Host Name","Kernel Name","Kernel Time","Context","Stream","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description"
"0","3005342","CSGresnet-3","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 11:53:44","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (dram__cycles_active.avg.pct_of_peak_sustained_elapsed)","%","12.22",
"0","3005342","CSGresnet-3","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 11:53:44","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (fbpa__dram_sectors.avg.pct_of_peak_sustained_elapsed)","%","8.09",
"0","3005342","CSGresnet-3","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 11:53:44","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed)","%","2.65",
"0","3005342","CSGresnet-3","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 11:53:44","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed)","%","1.97",
"0","3005342","CSGresnet-3","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 11:53:44","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed)","%","19.70",
"0","3005342","CSGresnet-3","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 11:53:44","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed)","%","0",
"0","3005342","CSGresnet-3","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 11:53:44","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed)","%","0.01",
"0","3005342","CSGresnet-3","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 11:53:44","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed)","%","13.57",
"0","3005342","CSGresnet-3","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 11:53:44","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed)","%","23.72",
"0","3005342","CSGresnet-3","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 11:53:44","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","9.24",
"0","3005342","CSGresnet-3","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 11:53:44","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__m_xbar2l1tex_read_sectors.avg.pct_of_peak_sustained_elapsed)","%","2.74",
"0","3005342","CSGresnet-3","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 11:53:44","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed)","%","0",
