==PROF== Connected to process 13331 (/home/xu.2882/bkk-GPU-Kernel-Conv/executable-v100/CSGresnet-11)
warmup....
block shape <32, 1, 1>
grid shape <256, 1, 7>
512 7 7 256 1 | 1 1 7 32 1 1 16  
==PROF== Disconnected from process 13331
"ID","Process ID","Process Name","Host Name","Kernel Name","Kernel Time","Context","Stream","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description"
"0","13331","CSGresnet-11","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:38:07","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (dram__cycles_active.avg.pct_of_peak_sustained_elapsed)","%","3.65",
"0","13331","CSGresnet-11","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:38:07","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (fbpa__dram_sectors.avg.pct_of_peak_sustained_elapsed)","%","2.75",
"0","13331","CSGresnet-11","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:38:07","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed)","%","1.50",
"0","13331","CSGresnet-11","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:38:07","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed)","%","1.57",
"0","13331","CSGresnet-11","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:38:07","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed)","%","31.52",
"0","13331","CSGresnet-11","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:38:07","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed)","%","0",
"0","13331","CSGresnet-11","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:38:07","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed)","%","0.01",
"0","13331","CSGresnet-11","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:38:07","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed)","%","13.46",
"0","13331","CSGresnet-11","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:38:07","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed)","%","23.63",
"0","13331","CSGresnet-11","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:38:07","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","9.56",
