==PROF== Connected to process 13854 (/home/xu.2882/bkk-GPU-Kernel-Conv/executable-v100/CSGyolo-5)
warmup....
block shape <32, 1, 1>
grid shape <4, 4, 68>
128 68 68 256 1 | 4 1 17 32 1 1 4  
==PROF== Disconnected from process 13854
"ID","Process ID","Process Name","Host Name","Kernel Name","Kernel Time","Context","Stream","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description"
"0","13854","CSGyolo-5","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:40:32","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (dram__cycles_active.avg.pct_of_peak_sustained_elapsed)","%","8.17",
"0","13854","CSGyolo-5","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:40:32","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (fbpa__dram_sectors.avg.pct_of_peak_sustained_elapsed)","%","6.14",
"0","13854","CSGyolo-5","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:40:32","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed)","%","2.58",
"0","13854","CSGyolo-5","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:40:32","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed)","%","1.33",
"0","13854","CSGyolo-5","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:40:32","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed)","%","28.62",
"0","13854","CSGyolo-5","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:40:32","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed)","%","0",
"0","13854","CSGyolo-5","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:40:32","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed)","%","0.00",
"0","13854","CSGyolo-5","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:40:32","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed)","%","17.31",
"0","13854","CSGyolo-5","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:40:32","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed)","%","23.81",
"0","13854","CSGyolo-5","127.0.0.1","conv_kernel(const float *, const float *, float *)","2022-Jun-14 16:40:32","1","7","GPU Speed Of Light Throughput","{UNIT}: {COMPOUND_NAME} (l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","7.75",
