K,H,W,C,R,T_p,T_k,T_c,W_p,W_k,W_c,B_p,B_k,B_c,TILE_C,Time
64,136,136,128,1,4,2,1,4,8,1,4,1,1,64,0.11917
64,136,136,128,1,4,8,1,8,4,1,2,2,1,1,0.08602
64,136,136,128,1,2,4,1,2,16,1,8,1,1,4,0.093805
64,136,136,128,1,4,8,1,16,2,1,1,2,1,2,0.066445
64,136,136,128,1,34,4,1,4,8,1,1,2,1,16,0.135105
64,136,136,128,1,2,2,1,4,8,1,2,4,1,64,0.11645
64,136,136,128,1,4,2,1,1,32,1,17,1,1,32,0.14845
64,136,136,128,1,2,16,1,32,1,1,17,1,1,2,0.104655
64,136,136,128,1,2,4,1,8,4,1,1,1,1,1,0.200305
64,136,136,128,1,4,4,1,2,16,1,4,1,1,16,0.06468499999999999
64,136,136,128,1,4,2,1,4,8,1,2,2,1,64,0.09696
64,136,136,128,1,8,2,1,8,4,1,1,2,1,1,0.12721500000000002
64,136,136,128,1,4,2,1,1,32,1,16,1,1,1,0.16046500000000002
64,136,136,128,1,2,2,1,8,4,1,4,2,1,128,0.1441
64,136,136,128,1,34,2,1,2,16,1,1,1,1,64,0.406945
64,136,136,128,1,34,2,1,4,8,1,4,1,1,2,0.09136
64,136,136,128,1,34,2,1,4,8,1,1,2,1,32,0.23739500000000002
64,136,136,128,1,2,8,1,4,8,1,4,1,1,2,0.09523
64,136,136,128,1,2,8,1,16,2,1,2,1,1,4,0.083825
64,136,136,128,1,4,2,1,2,16,1,2,2,1,1,0.15446
64,136,136,128,1,2,2,1,8,4,1,4,4,1,4,0.14893
64,136,136,128,1,32,2,1,2,16,1,1,2,1,4,0.077955
64,136,136,128,1,4,2,1,1,32,1,16,1,1,2,0.150815
64,136,136,128,1,2,2,1,32,1,1,1,16,1,32,0.10765
64,136,136,128,1,4,2,1,8,4,1,1,2,1,128,0.15809499999999999
64,136,136,128,1,4,2,1,4,8,1,2,1,1,1,0.172655
64,136,136,128,1,34,2,1,4,8,1,1,2,1,1,0.100145
64,136,136,128,1,4,2,1,16,2,1,17,1,1,8,0.18945499999999998
64,136,136,128,1,2,4,1,8,4,1,4,1,1,16,0.09
64,136,136,128,1,34,2,1,8,4,1,4,2,1,8,0.098035
64,136,136,128,1,4,2,1,4,8,1,2,2,1,4,0.10334499999999999
64,136,136,128,1,34,2,1,8,4,1,2,1,1,16,0.94506
64,136,136,128,1,16,2,1,2,16,1,1,2,1,32,0.077805
64,136,136,128,1,34,4,1,16,2,1,2,4,1,2,0.11841499999999999
64,136,136,128,1,16,2,1,1,32,1,1,1,1,1,0.15942499999999998
64,136,136,128,1,2,4,1,32,1,1,1,1,1,16,0.175585
64,136,136,128,1,2,4,1,8,4,1,1,2,1,2,0.13514
64,136,136,128,1,2,2,1,1,32,1,2,1,1,4,0.17444500000000002
64,136,136,128,1,2,8,1,32,1,1,1,8,1,2,0.09784000000000001
64,136,136,128,1,2,4,1,16,2,1,2,2,1,4,0.101135
64,136,136,128,1,2,8,1,4,8,1,4,1,1,4,0.07542499999999999
64,136,136,128,1,4,2,1,8,4,1,1,8,1,16,0.09146
64,136,136,128,1,2,4,1,8,4,1,1,1,1,2,0.196305
64,136,136,128,1,2,8,1,16,2,1,17,1,1,1,0.14407999999999999
64,136,136,128,1,34,4,1,16,2,1,2,2,1,2,0.19323
64,136,136,128,1,4,32,1,16,2,1,1,1,1,4,0.082495
64,136,136,128,1,4,4,1,8,4,1,2,2,1,4,0.07574
64,136,136,128,1,4,2,1,16,2,1,1,4,1,64,0.11875
64,136,136,128,1,34,4,1,8,4,1,2,4,1,1,0.13627
64,136,136,128,1,4,2,1,16,2,1,1,16,1,32,0.09185499999999999
64,136,136,128,1,2,2,1,4,8,1,2,2,1,2,0.19824
64,136,136,128,1,4,4,1,4,8,1,2,1,1,4,0.0807
64,136,136,128,1,32,2,1,2,16,1,1,1,1,16,0.13622499999999998
64,136,136,128,1,8,2,1,4,8,1,2,2,1,64,0.09203
64,136,136,128,1,34,4,1,4,8,1,2,1,1,16,0.2304
64,136,136,128,1,2,4,1,4,8,1,4,2,1,64,0.080465
64,136,136,128,1,68,2,1,2,16,1,8,1,1,1,0.1536
64,136,136,128,1,8,2,1,8,4,1,1,2,1,16,0.097135
64,136,136,128,1,4,2,1,8,4,1,2,4,1,1,0.147725
64,136,136,128,1,2,2,1,2,16,1,16,2,1,2,0.25981
64,136,136,128,1,34,4,1,16,2,1,1,2,1,16,0.530095
64,136,136,128,1,2,2,1,32,1,1,1,1,1,64,2.590735
64,136,136,128,1,2,4,1,16,2,1,2,1,1,128,0.342255
64,136,136,128,1,4,4,1,8,4,1,1,2,1,16,0.07032
64,136,136,128,1,68,2,1,1,32,1,8,1,1,4,0.104685
64,136,136,128,1,2,4,1,8,4,1,1,4,1,1,0.13978
64,136,136,128,1,2,2,1,8,4,1,4,8,1,64,0.11491
64,136,136,128,1,4,2,1,4,8,1,2,1,1,8,0.10955000000000001
64,136,136,128,1,2,2,1,2,16,1,4,2,1,4,0.13995
64,136,136,128,1,2,4,1,32,1,1,1,8,1,32,0.07947
64,136,136,128,1,16,8,1,4,8,1,1,1,1,8,0.086255
64,136,136,128,1,68,2,1,4,8,1,2,1,1,1,0.13908500000000001
64,136,136,128,1,4,8,1,16,2,1,17,1,1,2,0.09587000000000001
64,136,136,128,1,34,4,1,4,8,1,2,2,1,4,0.06678500000000001
64,136,136,128,1,4,4,1,2,16,1,4,1,1,64,0.076435
64,136,136,128,1,4,2,1,1,32,1,1,1,1,32,0.19205
64,136,136,128,1,16,2,1,2,16,1,2,2,1,64,0.09185499999999999
64,136,136,128,1,34,2,1,16,2,1,1,8,1,2,0.109055
64,136,136,128,1,4,2,1,16,2,1,17,1,1,4,0.19984
64,136,136,128,1,32,2,1,2,16,1,1,1,1,2,0.084225
64,136,136,128,1,4,8,1,8,4,1,17,1,1,4,0.07146
64,136,136,128,1,2,2,1,4,8,1,8,2,1,128,0.12203
64,136,136,128,1,2,2,1,8,4,1,2,2,1,16,0.11917
64,136,136,128,1,2,16,1,16,2,1,1,1,1,4,0.078925
64,136,136,128,1,2,4,1,16,2,1,2,2,1,128,0.15507
64,136,136,128,1,16,2,1,1,32,1,4,1,1,32,0.088975
64,136,136,128,1,2,2,1,2,16,1,4,1,1,16,0.11862
64,136,136,128,1,4,4,1,4,8,1,1,2,1,4,0.08598
64,136,136,128,1,4,8,1,4,8,1,4,1,1,16,0.056690000000000004
64,136,136,128,1,2,2,1,16,2,1,1,16,1,64,0.11226
64,136,136,128,1,4,2,1,4,8,1,1,1,1,8,0.13326500000000002
64,136,136,128,1,34,4,1,8,4,1,2,1,1,1,0.117615
64,136,136,128,1,2,2,1,8,4,1,1,2,1,128,0.15571
64,136,136,128,1,34,4,1,2,16,1,8,1,1,16,0.13209500000000002
64,136,136,128,1,4,4,1,8,4,1,1,4,1,2,0.09608
64,136,136,128,1,68,2,1,4,8,1,2,4,1,16,0.167885
64,136,136,128,1,2,16,1,8,4,1,1,1,1,64,0.341985
64,136,136,128,1,2,2,1,4,8,1,2,2,1,32,0.11891
64,136,136,128,1,8,2,1,2,16,1,17,1,1,1,0.1664
64,136,136,128,1,34,2,1,4,8,1,1,1,1,2,0.091265
64,136,136,128,1,4,2,1,2,16,1,1,2,1,4,0.11291000000000001
64,136,136,128,1,2,4,1,32,1,1,1,4,1,64,0.11635
64,136,136,128,1,68,2,1,1,32,1,2,1,1,4,0.09862499999999999
64,136,136,128,1,2,8,1,16,2,1,1,2,1,8,0.072385
64,136,136,128,1,68,2,1,2,16,1,8,1,1,8,0.18131
64,136,136,128,1,16,2,1,2,16,1,2,2,1,8,0.08632000000000001
64,136,136,128,1,16,2,1,1,32,1,1,1,1,128,0.386925
64,136,136,128,1,8,2,1,2,16,1,4,2,1,64,0.09267
64,136,136,128,1,34,4,1,4,8,1,8,1,1,1,0.14477
64,136,136,128,1,2,2,1,8,4,1,2,2,1,32,0.120065
64,136,136,128,1,2,4,1,16,2,1,1,4,1,128,0.09603
64,136,136,128,1,34,2,1,1,32,1,2,1,1,4,0.08380499999999999
64,136,136,128,1,34,2,1,1,32,1,1,1,1,2,0.092865
64,136,136,128,1,68,2,1,1,32,1,2,1,1,1,0.11309
64,136,136,128,1,34,4,1,8,4,1,1,1,1,16,0.48829999999999996
64,136,136,128,1,2,2,1,1,32,1,32,1,1,2,0.26
64,136,136,128,1,34,4,1,4,8,1,2,2,1,8,0.112305
64,136,136,128,1,8,4,1,4,8,1,1,2,1,1,0.09048
64,136,136,128,1,68,2,1,4,8,1,1,2,1,16,0.258445
64,136,136,128,1,8,2,1,1,32,1,4,1,1,64,0.09168
64,136,136,128,1,16,4,1,4,8,1,1,1,1,4,0.07222500000000001
64,136,136,128,1,16,4,1,2,16,1,2,1,1,32,0.07377500000000001
64,136,136,128,1,34,4,1,16,2,1,1,1,1,16,1.49216
64,136,136,128,1,2,32,1,32,1,1,1,1,1,32,0.20344
64,136,136,128,1,2,4,1,4,8,1,4,2,1,1,0.134195
64,136,136,128,1,4,4,1,8,4,1,1,2,1,2,0.09820999999999999
64,136,136,128,1,4,8,1,16,2,1,1,4,1,8,0.055695
64,136,136,128,1,2,2,1,1,32,1,17,1,1,8,0.18786
64,136,136,128,1,4,2,1,4,8,1,4,1,1,1,0.152785
64,136,136,128,1,4,8,1,4,8,1,4,1,1,1,0.086095
64,136,136,128,1,8,2,1,1,32,1,4,1,1,4,0.09229
64,136,136,128,1,8,2,1,2,16,1,4,1,1,1,0.12243
64,136,136,128,1,4,4,1,4,8,1,1,2,1,8,0.076735
64,136,136,128,1,4,2,1,8,4,1,2,4,1,16,0.091375
64,136,136,128,1,2,2,1,4,8,1,1,1,1,8,0.18731
64,136,136,128,1,2,16,1,32,1,1,1,2,1,8,0.067315
64,136,136,128,1,34,4,1,8,4,1,1,2,1,8,0.15812500000000002
64,136,136,128,1,4,2,1,4,8,1,2,4,1,2,0.13542
64,136,136,128,1,2,2,1,2,16,1,8,2,1,64,0.11187
64,136,136,128,1,4,4,1,16,2,1,1,2,1,2,0.10461
64,136,136,128,1,16,2,1,2,16,1,1,2,1,8,0.074015
64,136,136,128,1,2,32,1,32,1,1,1,1,1,16,0.127425
64,136,136,128,1,2,4,1,8,4,1,2,1,1,64,0.1192
64,136,136,128,1,2,4,1,16,2,1,1,2,1,1,0.1584
64,136,136,128,1,2,2,1,2,16,1,17,1,1,4,0.232125
64,136,136,128,1,2,2,1,16,2,1,1,8,1,1,0.22125
64,136,136,128,1,4,8,1,4,8,1,4,1,1,4,0.0587
64,136,136,128,1,2,4,1,2,16,1,17,1,1,64,0.10093
64,136,136,128,1,2,32,1,32,1,1,1,2,1,16,0.0696
64,136,136,128,1,4,4,1,2,16,1,2,1,1,64,0.14728
64,136,136,128,1,2,16,1,8,4,1,2,1,1,1,0.09048
64,136,136,128,1,68,2,1,4,8,1,4,2,1,4,0.11178
64,136,136,128,1,2,2,1,8,4,1,2,4,1,16,0.107635
64,136,136,128,1,4,2,1,1,32,1,4,1,1,8,0.10189999999999999
64,136,136,128,1,4,2,1,2,16,1,2,1,1,64,0.11741
64,136,136,128,1,8,4,1,2,16,1,17,1,1,8,0.07044500000000001
64,136,136,128,1,4,2,1,8,4,1,2,8,1,64,0.09936
64,136,136,128,1,2,2,1,8,4,1,2,2,1,64,0.123635
64,136,136,128,1,68,2,1,4,8,1,2,4,1,4,0.104625
64,136,136,128,1,4,2,1,4,8,1,2,1,1,32,0.11091000000000001
64,136,136,128,1,2,4,1,32,1,1,1,2,1,4,0.12618
64,136,136,128,1,34,4,1,8,4,1,2,1,1,4,0.20443
64,136,136,128,1,2,2,1,2,16,1,8,1,1,64,0.1084
64,136,136,128,1,34,2,1,16,2,1,2,1,1,2,0.139135
64,136,136,128,1,34,2,1,4,8,1,4,1,1,16,0.26658000000000004
64,136,136,128,1,4,32,1,16,2,1,1,1,1,32,0.262735
64,136,136,128,1,34,2,1,16,2,1,2,4,1,8,0.09801499999999999
64,136,136,128,1,2,4,1,4,8,1,4,2,1,2,0.12742
64,136,136,128,1,4,8,1,16,2,1,1,1,1,2,0.0968
64,136,136,128,1,34,2,1,2,16,1,8,2,1,4,0.10635
64,136,136,128,1,16,2,1,2,16,1,1,1,1,2,0.10278
64,136,136,128,1,2,32,1,32,1,1,1,2,1,8,0.065665
64,136,136,128,1,4,8,1,8,4,1,1,2,1,8,0.06458
64,136,136,128,1,4,2,1,4,8,1,4,4,1,2,0.15091500000000002
64,136,136,128,1,34,2,1,8,4,1,2,4,1,2,0.10933000000000001
64,136,136,128,1,8,8,1,8,4,1,1,2,1,8,0.063665
64,136,136,128,1,4,16,1,8,4,1,1,1,1,4,0.06695999999999999
64,136,136,128,1,68,2,1,16,2,1,1,2,1,8,0.898015
64,136,136,128,1,2,4,1,8,4,1,4,2,1,4,0.093775
64,136,136,128,1,4,2,1,2,16,1,1,1,1,128,0.21709
64,136,136,128,1,34,4,1,32,1,1,1,2,1,2,0.3145
64,136,136,128,1,2,2,1,8,4,1,4,1,1,8,0.14897500000000002
64,136,136,128,1,2,16,1,8,4,1,4,1,1,32,0.06243
64,136,136,128,1,8,4,1,8,4,1,1,1,1,1,0.136975
64,136,136,128,1,2,8,1,8,4,1,1,1,1,2,0.12795499999999999
64,136,136,128,1,2,2,1,16,2,1,2,16,1,1,0.262145
64,136,136,128,1,2,4,1,4,8,1,2,1,1,2,0.13542500000000002
64,136,136,128,1,2,8,1,4,8,1,1,1,1,2,0.13272
64,136,136,128,1,4,2,1,1,32,1,8,1,1,4,0.10366500000000001
64,136,136,128,1,2,2,1,8,4,1,2,2,1,128,0.14006
64,136,136,128,1,2,4,1,16,2,1,1,4,1,2,0.12660500000000002
64,136,136,128,1,4,2,1,2,16,1,8,1,1,8,0.09386
64,136,136,128,1,2,2,1,8,4,1,2,2,1,8,0.124275
64,136,136,128,1,2,2,1,4,8,1,2,4,1,128,0.13376
64,136,136,128,1,2,2,1,32,1,1,1,16,1,16,0.10976
64,136,136,128,1,34,2,1,32,1,1,1,2,1,4,0.54256
64,136,136,128,1,4,4,1,4,8,1,4,1,1,2,0.09482
64,136,136,128,1,34,2,1,4,8,1,1,4,1,8,0.07686
64,136,136,128,1,2,2,1,16,2,1,1,8,1,16,0.10758
64,136,136,128,1,2,16,1,8,4,1,4,1,1,2,0.06917000000000001
64,136,136,128,1,34,4,1,32,1,1,1,8,1,4,0.14731499999999997
64,136,136,128,1,2,2,1,16,2,1,17,1,1,1,0.30766499999999997
64,136,136,128,1,4,4,1,2,16,1,1,1,1,32,0.148335
64,136,136,128,1,32,2,1,1,32,1,2,1,1,8,0.07704
64,136,136,128,1,68,2,1,4,8,1,2,1,1,4,0.218065
64,136,136,128,1,4,4,1,16,2,1,1,8,1,4,0.075695
64,136,136,128,1,2,4,1,32,1,1,1,2,1,64,0.552625
64,136,136,128,1,2,16,1,32,1,1,1,2,1,64,0.22829
64,136,136,128,1,2,2,1,4,8,1,2,4,1,16,0.11235
64,136,136,128,1,2,2,1,2,16,1,2,1,1,8,0.14704
64,136,136,128,1,2,2,1,1,32,1,16,1,1,32,0.105905
64,136,136,128,1,4,2,1,2,16,1,1,1,1,64,0.23325
64,136,136,128,1,2,4,1,8,4,1,2,4,1,8,0.07980999999999999
64,136,136,128,1,4,4,1,4,8,1,1,2,1,32,0.0852
64,136,136,128,1,8,2,1,1,32,1,1,1,1,2,0.147425
64,136,136,128,1,8,8,1,8,4,1,1,1,1,1,0.08291
64,136,136,128,1,8,2,1,2,16,1,2,2,1,8,0.08731
64,136,136,128,1,4,4,1,4,8,1,2,1,1,64,0.0888
64,136,136,128,1,4,4,1,8,4,1,2,1,1,128,0.213105
64,136,136,128,1,8,8,1,8,4,1,1,2,1,1,0.08755
64,136,136,128,1,2,4,1,8,4,1,1,2,1,64,0.11112
64,136,136,128,1,34,2,1,1,32,1,4,1,1,8,0.07719999999999999
64,136,136,128,1,8,2,1,1,32,1,17,1,1,8,0.13150499999999998
64,136,136,128,1,8,2,1,8,4,1,17,1,1,4,0.13265500000000002
64,136,136,128,1,2,16,1,8,4,1,17,1,1,2,0.084845
64,136,136,128,1,2,16,1,32,1,1,1,1,1,4,0.08907000000000001
64,136,136,128,1,68,2,1,2,16,1,1,1,1,16,0.284275
64,136,136,128,1,2,4,1,16,2,1,2,8,1,8,0.08390500000000001
64,136,136,128,1,2,2,1,2,16,1,1,2,1,2,0.20964500000000003
64,136,136,128,1,2,2,1,16,2,1,2,2,1,64,0.16830499999999998
64,136,136,128,1,8,4,1,2,16,1,1,1,1,8,0.075025
64,136,136,128,1,8,2,1,2,16,1,4,1,1,16,0.085455
64,136,136,128,1,34,4,1,4,8,1,4,2,1,16,0.13188499999999997
64,136,136,128,1,16,2,1,2,16,1,2,1,1,2,0.097165
64,136,136,128,1,2,8,1,8,4,1,4,2,1,2,0.097775
64,136,136,128,1,4,4,1,8,4,1,2,1,1,32,0.10136
64,136,136,128,1,2,16,1,16,2,1,2,2,1,2,0.069325
64,136,136,128,1,4,2,1,2,16,1,4,2,1,2,0.13531500000000002
64,136,136,128,1,2,4,1,16,2,1,2,4,1,4,0.093935
64,136,136,128,1,34,2,1,16,2,1,1,4,1,4,0.09035
64,136,136,128,1,34,2,1,8,4,1,2,1,1,8,0.34779499999999997
64,136,136,128,1,8,4,1,8,4,1,1,4,1,4,0.06333
64,136,136,128,1,2,8,1,4,8,1,8,1,1,4,0.07469
64,136,136,128,1,4,4,1,4,8,1,2,2,1,4,0.07642
64,136,136,128,1,2,2,1,2,16,1,2,2,1,128,0.23106
64,136,136,128,1,2,2,1,8,4,1,1,2,1,8,0.14368
64,136,136,128,1,34,2,1,4,8,1,8,1,1,2,0.11587
64,136,136,128,1,8,8,1,8,4,1,1,1,1,64,0.41184
64,136,136,128,1,2,2,1,16,2,1,2,2,1,32,0.16
64,136,136,128,1,8,2,1,2,16,1,2,1,1,1,0.13075
64,136,136,128,1,2,2,1,16,2,1,17,1,1,16,0.21257500000000001
64,136,136,128,1,2,2,1,32,1,1,1,8,1,8,0.12317
64,136,136,128,1,34,4,1,8,4,1,1,2,1,16,0.23008
64,136,136,128,1,34,2,1,4,8,1,4,4,1,4,0.10616
64,136,136,128,1,34,2,1,4,8,1,2,2,1,32,0.21411
64,136,136,128,1,4,2,1,1,32,1,17,1,1,1,0.224705
64,136,136,128,1,2,16,1,16,2,1,2,2,1,32,0.06221
64,136,136,128,1,2,2,1,32,1,1,1,8,1,64,0.12104000000000001
64,136,136,128,1,34,2,1,16,2,1,2,8,1,2,0.13357
64,136,136,128,1,2,2,1,4,8,1,8,2,1,4,0.14891
64,136,136,128,1,34,4,1,16,2,1,1,4,1,8,0.15203
64,136,136,128,1,2,4,1,2,16,1,4,1,1,2,0.12813
64,136,136,128,1,8,2,1,2,16,1,1,2,1,2,0.104785
64,136,136,128,1,64,2,1,1,32,1,1,1,1,2,0.114
64,136,136,128,1,16,2,1,2,16,1,1,2,1,4,0.072865
64,136,136,128,1,2,2,1,1,32,1,17,1,1,4,0.24595
64,136,136,128,1,4,4,1,16,2,1,1,2,1,4,0.08399999999999999
64,136,136,128,1,4,2,1,16,2,1,1,2,1,4,0.137375
64,136,136,128,1,34,2,1,32,1,1,1,16,1,1,0.16943999999999998
64,136,136,128,1,2,2,1,4,8,1,2,2,1,64,0.11936
64,136,136,128,1,4,2,1,1,32,1,2,1,1,16,0.10439999999999999
64,136,136,128,1,32,2,1,2,16,1,1,1,1,1,0.095025
64,136,136,128,1,2,4,1,2,16,1,1,1,1,128,0.828095
64,136,136,128,1,34,2,1,1,32,1,1,1,1,32,0.24624000000000001
64,136,136,128,1,4,2,1,2,16,1,2,2,1,64,0.111795
64,136,136,128,1,2,8,1,32,1,1,1,8,1,16,0.06411
64,136,136,128,1,2,2,1,4,8,1,1,4,1,2,0.19272
64,136,136,128,1,2,4,1,2,16,1,4,1,1,32,0.087345
64,136,136,128,1,2,8,1,4,8,1,2,1,1,1,0.115055
64,136,136,128,1,34,2,1,16,2,1,1,2,1,4,0.101325
64,136,136,128,1,4,4,1,16,2,1,1,1,1,1,0.15125
64,136,136,128,1,4,4,1,4,8,1,2,1,1,16,0.07037
64,136,136,128,1,2,2,1,2,16,1,1,1,1,4,0.21315
64,136,136,128,1,2,4,1,4,8,1,8,1,1,8,0.08072
64,136,136,128,1,8,2,1,1,32,1,17,1,1,32,0.13926
64,136,136,128,1,16,2,1,2,16,1,1,2,1,2,0.0804
64,136,136,128,1,34,2,1,2,16,1,1,1,1,32,0.27259500000000003
64,136,136,128,1,34,4,1,2,16,1,4,1,1,2,0.078515
64,136,136,128,1,4,4,1,2,16,1,4,1,1,1,0.10654
64,136,136,128,1,2,32,1,32,1,1,1,2,1,4,0.06688
64,136,136,128,1,68,2,1,4,8,1,2,1,1,8,0.33643500000000004
64,136,136,128,1,2,2,1,16,2,1,1,4,1,16,0.11926500000000001
64,136,136,128,1,2,4,1,32,1,1,1,16,1,8,0.084125
64,136,136,128,1,8,4,1,2,16,1,2,1,1,4,0.066495
64,136,136,128,1,2,16,1,32,1,1,1,1,1,1,0.1392
64,136,136,128,1,8,2,1,4,8,1,1,4,1,1,0.123155
64,136,136,128,1,2,8,1,32,1,1,1,4,1,8,0.067585
64,136,136,128,1,4,4,1,2,16,1,4,1,1,128,0.10221
64,136,136,128,1,34,2,1,1,32,1,4,1,1,2,0.084915
64,136,136,128,1,34,2,1,2,16,1,1,1,1,8,0.06918
64,136,136,128,1,4,8,1,16,2,1,1,2,1,64,0.20661
64,136,136,128,1,4,8,1,16,2,1,1,1,1,16,0.08125
64,136,136,128,1,34,4,1,16,2,1,2,1,1,2,0.31426
64,136,136,128,1,2,4,1,4,8,1,8,2,1,4,0.101485
64,136,136,128,1,2,4,1,8,4,1,2,2,1,64,0.086
64,136,136,128,1,8,2,1,2,16,1,2,2,1,2,0.10902500000000001
64,136,136,128,1,2,32,1,16,2,1,1,1,1,16,0.106195
64,136,136,128,1,2,8,1,32,1,1,17,1,1,4,0.127185
64,136,136,128,1,2,2,1,16,2,1,2,4,1,8,0.12312000000000001
64,136,136,128,1,4,8,1,8,4,1,2,1,1,32,0.07285
64,136,136,128,1,34,4,1,8,4,1,1,1,1,4,0.21101
64,136,136,128,1,2,2,1,4,8,1,1,4,1,16,0.135405
64,136,136,128,1,2,8,1,8,4,1,2,2,1,128,0.10072
64,136,136,128,1,2,2,1,2,16,1,1,2,1,8,0.16486499999999998
64,136,136,128,1,8,8,1,4,8,1,2,1,1,1,0.08776
64,136,136,128,1,34,2,1,4,8,1,1,1,1,16,0.278115
64,136,136,128,1,68,2,1,4,8,1,1,1,1,4,0.225425
64,136,136,128,1,2,16,1,32,1,1,17,1,1,4,0.090145
64,136,136,128,1,34,2,1,2,16,1,2,2,1,2,0.08504
64,136,136,128,1,2,4,1,4,8,1,1,2,1,128,0.308785
64,136,136,128,1,8,2,1,1,32,1,1,1,1,16,0.11885
64,136,136,128,1,16,2,1,4,8,1,1,2,1,4,0.09075
64,136,136,128,1,68,2,1,2,16,1,2,1,1,16,0.258125
64,136,136,128,1,34,4,1,8,4,1,2,1,1,16,0.52997
64,136,136,128,1,2,2,1,32,1,1,1,1,1,8,0.38744
64,136,136,128,1,34,4,1,4,8,1,4,1,1,16,0.22379500000000002
64,136,136,128,1,2,2,1,16,2,1,2,16,1,32,0.11316999999999999
64,136,136,128,1,2,4,1,16,2,1,2,4,1,32,0.079565
64,136,136,128,1,2,16,1,32,1,1,1,2,1,1,0.083965
64,136,136,128,1,2,2,1,2,16,1,17,1,1,16,0.14547
64,136,136,128,1,34,2,1,8,4,1,2,1,1,4,0.101185
64,136,136,128,1,4,2,1,4,8,1,2,4,1,8,0.093645
64,136,136,128,1,2,2,1,16,2,1,2,16,1,2,0.25992000000000004
64,136,136,128,1,68,2,1,2,16,1,1,2,1,2,0.102765
64,136,136,128,1,2,8,1,16,2,1,1,4,1,32,0.066285
64,136,136,128,1,4,2,1,4,8,1,1,1,1,4,0.15275499999999997
