K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
128,28,28,64,1,1,1,2,32,1,2,8,0.06621
128,28,28,64,1,4,2,2,32,1,7,16,0.046895
128,28,28,64,1,4,1,1,32,1,2,8,0.09032000000000001
128,28,28,64,1,2,1,4,32,2,1,1,0.05978
128,28,28,64,1,2,1,7,32,7,2,4,0.024655
128,28,28,64,1,4,1,1,32,1,4,1,0.057425000000000004
128,28,28,64,1,1,1,1,32,2,7,16,0.212735
128,28,28,64,1,2,4,4,32,1,1,4,0.04243
128,28,28,64,1,1,1,7,32,14,1,4,0.027665000000000002
128,28,28,64,1,1,1,1,32,1,2,1,0.089085
128,28,28,64,1,4,1,1,32,7,2,2,0.05155
128,28,28,64,1,4,1,2,32,14,1,8,0.07699
128,28,28,64,1,2,1,14,32,1,1,8,0.021714999999999998
128,28,28,64,1,1,2,4,32,7,1,16,0.05779
128,28,28,64,1,2,2,7,32,2,2,1,0.057375
128,28,28,64,1,4,1,1,32,4,4,8,0.084915
128,28,28,64,1,1,1,1,32,2,7,32,0.3103
128,28,28,64,1,4,2,2,32,7,2,32,0.10525
128,28,28,64,1,1,1,14,32,14,1,2,0.040304999999999994
128,28,28,64,1,2,2,7,32,2,1,1,0.05021
128,28,28,64,1,2,1,2,32,1,1,8,0.094765
128,28,28,64,1,1,1,7,32,14,1,2,0.03581
128,28,28,64,1,4,1,1,32,2,1,2,0.06024
128,28,28,64,1,4,4,7,32,7,1,1,0.13862
128,28,28,64,1,2,1,1,32,1,2,8,0.101875
128,28,28,64,1,2,1,1,32,4,7,1,0.05546
128,28,28,64,1,2,1,14,32,14,1,16,0.0276
128,28,28,64,1,4,2,2,32,2,2,16,0.05757
128,28,28,64,1,1,1,2,32,4,7,4,0.064595
128,28,28,64,1,4,1,2,32,7,2,1,0.07082
128,28,28,64,1,2,1,2,32,1,7,4,0.03894
128,28,28,64,1,4,1,4,32,4,1,8,0.0376
128,28,28,64,1,2,1,14,32,2,1,16,0.02568
128,28,28,64,1,4,2,7,32,14,1,8,0.04694
128,28,28,64,1,2,1,1,32,2,4,1,0.05203
128,28,28,64,1,2,1,2,32,14,2,32,0.17936
128,28,28,64,1,1,1,1,32,4,1,4,0.12937500000000002
128,28,28,64,1,1,2,2,32,1,2,8,0.048
128,28,28,64,1,1,1,1,32,14,1,4,0.151185
128,28,28,64,1,1,2,14,32,7,1,2,0.03674
128,28,28,64,1,4,4,4,32,7,1,1,0.119315
128,28,28,64,1,4,1,1,32,2,7,8,0.10048
128,28,28,64,1,2,1,7,32,7,2,8,0.02237
128,28,28,64,1,4,4,7,32,1,2,16,0.0376
128,28,28,64,1,1,1,1,32,1,7,8,0.13558
128,28,28,64,1,1,1,1,32,7,1,16,0.28134
128,28,28,64,1,4,1,2,32,7,2,2,0.04749
128,28,28,64,1,4,1,2,32,2,1,8,0.069075
128,28,28,64,1,2,1,4,32,1,1,16,0.08003
128,28,28,64,1,4,1,7,32,4,1,32,0.06333
128,28,28,64,1,2,1,1,32,4,4,32,0.28797
128,28,28,64,1,4,1,1,32,2,2,4,0.06704
128,28,28,64,1,4,2,2,32,2,1,4,0.052175
128,28,28,64,1,2,2,2,32,1,1,16,0.12547
128,28,28,64,1,2,1,1,32,7,4,16,0.1945
128,28,28,64,1,4,2,14,32,1,1,16,0.03693
128,28,28,64,1,4,1,1,32,2,1,8,0.118355
128,28,28,64,1,1,1,2,32,7,2,8,0.08006
128,28,28,64,1,1,1,7,32,2,1,32,0.06654
128,28,28,64,1,4,2,14,32,1,1,1,0.072275
128,28,28,64,1,1,2,2,32,14,2,8,0.06595
128,28,28,64,1,4,1,1,32,2,7,32,0.277875
128,28,28,64,1,4,2,7,32,2,2,32,0.04938
128,28,28,64,1,4,1,14,32,14,1,1,0.10563
128,28,28,64,1,4,1,7,32,4,1,4,0.03552
128,28,28,64,1,2,1,1,32,7,1,32,0.413165
128,28,28,64,1,2,2,4,32,7,1,16,0.05347
128,28,28,64,1,2,2,2,32,7,2,32,0.113715
128,28,28,64,1,1,1,7,32,1,2,2,0.026415
128,28,28,64,1,2,4,7,32,1,1,32,0.073135
128,28,28,64,1,2,1,7,32,14,1,4,0.028655
128,28,28,64,1,4,2,4,32,14,1,16,0.057135
128,28,28,64,1,2,2,7,32,1,1,1,0.05002
128,28,28,64,1,1,1,1,32,2,1,1,0.120685
128,28,28,64,1,1,1,7,32,4,1,4,0.02637
128,28,28,64,1,1,1,1,32,2,7,1,0.089745
128,28,28,64,1,1,4,7,32,1,2,8,0.022605
128,28,28,64,1,4,2,2,32,14,2,1,0.10515
128,28,28,64,1,1,1,2,32,7,1,2,0.066255
128,28,28,64,1,4,2,14,32,2,1,1,0.07235
128,28,28,64,1,1,1,1,32,4,7,4,0.117235
128,28,28,64,1,2,2,2,32,1,7,2,0.03235
128,28,28,64,1,1,1,1,32,2,1,16,0.253805
128,28,28,64,1,2,2,4,32,14,1,4,0.035185
128,28,28,64,1,4,1,2,32,4,7,16,0.10032
128,28,28,64,1,4,1,7,32,14,1,8,0.032915
128,28,28,64,1,2,1,1,32,4,4,1,0.05549
128,28,28,64,1,4,1,1,32,1,14,32,0.2753
128,28,28,64,1,2,1,7,32,1,2,4,0.022735
128,28,28,64,1,4,4,4,32,7,1,8,0.06493
128,28,28,64,1,2,1,4,32,1,1,2,0.039085
128,28,28,64,1,4,2,2,32,2,1,16,0.092225
128,28,28,64,1,1,1,14,32,4,1,16,0.028175
128,28,28,64,1,4,1,1,32,4,1,32,0.346035
128,28,28,64,1,2,1,7,32,7,1,2,0.03702
128,28,28,64,1,2,1,2,32,2,1,2,0.04272
128,28,28,64,1,1,1,2,32,4,7,8,0.07882
128,28,28,64,1,1,1,7,32,1,1,8,0.04467
128,28,28,64,1,1,1,7,32,7,1,8,0.032755
128,28,28,64,1,1,2,7,32,7,2,32,0.0453
128,28,28,64,1,4,1,1,32,14,1,1,0.08384
128,28,28,64,1,4,1,1,32,7,2,8,0.11069
128,28,28,64,1,4,1,4,32,14,1,4,0.03955
128,28,28,64,1,4,1,4,32,1,1,4,0.037934999999999997
128,28,28,64,1,1,1,1,32,4,4,2,0.08074
128,28,28,64,1,2,1,7,32,4,2,2,0.031505
128,28,28,64,1,2,2,4,32,2,1,4,0.03269
128,28,28,64,1,4,2,14,32,2,1,2,0.05142
128,28,28,64,1,1,2,14,32,1,1,32,0.046079999999999996
128,28,28,64,1,2,4,7,32,7,1,2,0.06275
128,28,28,64,1,2,1,14,32,7,1,8,0.02253
128,28,28,64,1,4,2,7,32,1,1,16,0.04275
128,28,28,64,1,1,1,7,32,7,1,2,0.033245
128,28,28,64,1,2,1,2,32,4,7,4,0.04344
128,28,28,64,1,2,1,7,32,4,1,8,0.02712
128,28,28,64,1,1,1,4,32,14,1,8,0.057555
128,28,28,64,1,4,1,1,32,1,1,32,0.49603
128,28,28,64,1,4,2,2,32,2,7,1,0.068495
128,28,28,64,1,1,2,7,32,1,1,4,0.0257
128,28,28,64,1,2,1,14,32,7,1,16,0.02578
128,28,28,64,1,2,1,1,32,2,1,4,0.09357
128,28,28,64,1,2,2,2,32,14,2,32,0.11613
128,28,28,64,1,2,1,1,32,2,4,16,0.15664
128,28,28,64,1,4,2,7,32,7,2,32,0.05365
128,28,28,64,1,1,2,7,32,2,1,16,0.03616
128,28,28,64,1,1,2,2,32,2,7,4,0.036845
128,28,28,64,1,2,1,2,32,7,1,8,0.074865
128,28,28,64,1,1,1,2,32,7,2,1,0.04826
128,28,28,64,1,2,1,7,32,4,2,8,0.02301
128,28,28,64,1,1,1,7,32,7,2,32,0.06186
128,28,28,64,1,4,2,2,32,2,7,32,0.08323
128,28,28,64,1,4,1,1,32,4,2,2,0.04899
128,28,28,64,1,2,2,7,32,14,1,2,0.050159999999999996
128,28,28,64,1,1,2,4,32,1,1,1,0.055315
128,28,28,64,1,2,4,7,32,1,2,32,0.04557
128,28,28,64,1,1,1,2,32,2,7,4,0.059185
128,28,28,64,1,2,1,7,32,2,1,16,0.03882
128,28,28,64,1,1,1,7,32,14,2,4,0.02477
128,28,28,64,1,4,1,7,32,4,1,2,0.04794
128,28,28,64,1,2,1,2,32,2,2,4,0.041855
128,28,28,64,1,1,2,4,32,2,1,2,0.035585000000000006
128,28,28,64,1,2,1,2,32,14,1,32,0.20509
128,28,28,64,1,2,1,7,32,7,1,8,0.027215
128,28,28,64,1,4,2,2,32,14,1,1,0.09952
128,28,28,64,1,4,1,2,32,7,1,32,0.19191999999999998
128,28,28,64,1,1,1,7,32,14,2,2,0.03725
128,28,28,64,1,2,1,2,32,7,1,16,0.11507
128,28,28,64,1,2,2,2,32,1,1,4,0.062865
128,28,28,64,1,2,1,1,32,7,2,2,0.068435
128,28,28,64,1,2,1,2,32,7,1,4,0.05392
128,28,28,64,1,4,1,14,32,7,1,16,0.02979
128,28,28,64,1,2,1,1,32,1,7,2,0.0592
128,28,28,64,1,4,1,1,32,7,2,32,0.31869
128,28,28,64,1,1,2,2,32,1,1,4,0.069075
128,28,28,64,1,4,1,4,32,14,1,8,0.040865
128,28,28,64,1,2,1,1,32,7,1,8,0.1473
128,28,28,64,1,1,1,2,32,2,2,8,0.06699
128,28,28,64,1,2,1,1,32,14,2,8,0.12678
128,28,28,64,1,1,2,4,32,7,1,4,0.032945
128,28,28,64,1,2,4,4,32,7,1,16,0.07012499999999999
128,28,28,64,1,2,1,2,32,1,2,16,0.08314
128,28,28,64,1,4,4,7,32,1,2,4,0.04074
128,28,28,64,1,1,1,1,32,4,7,8,0.15742499999999998
128,28,28,64,1,2,2,14,32,7,1,4,0.03152
128,28,28,64,1,4,1,7,32,7,1,16,0.03848
128,28,28,64,1,2,1,1,32,14,2,16,0.208785
128,28,28,64,1,1,4,4,32,7,1,32,0.09784000000000001
128,28,28,64,1,2,2,14,32,1,1,1,0.054285
128,28,28,64,1,2,2,4,32,1,1,16,0.06336
128,28,28,64,1,1,1,1,32,2,14,8,0.156
128,28,28,64,1,2,1,2,32,1,1,1,0.057935
128,28,28,64,1,2,1,1,32,4,7,2,0.06528
128,28,28,64,1,1,2,2,32,7,1,4,0.05456
128,28,28,64,1,4,2,4,32,1,1,1,0.06224
128,28,28,64,1,4,1,14,32,4,1,1,0.06845
128,28,28,64,1,2,1,2,32,7,2,8,0.06342
128,28,28,64,1,2,1,1,32,4,4,8,0.098835
128,28,28,64,1,1,2,4,32,2,1,32,0.08552000000000001
128,28,28,64,1,1,1,2,32,4,1,16,0.12746
128,28,28,64,1,4,1,1,32,7,2,1,0.0647
128,28,28,64,1,1,2,2,32,7,1,32,0.16528
128,28,28,64,1,1,2,7,32,2,1,2,0.02826
128,28,28,64,1,2,1,7,32,2,2,32,0.051505
128,28,28,64,1,4,2,7,32,1,1,4,0.04032
128,28,28,64,1,4,2,7,32,2,1,8,0.03846
128,28,28,64,1,1,1,4,32,1,1,1,0.058929999999999996
128,28,28,64,1,1,1,2,32,1,2,1,0.04392
128,28,28,64,1,4,2,2,32,1,2,2,0.05018
128,28,28,64,1,1,2,7,32,7,1,32,0.059219999999999995
128,28,28,64,1,4,1,14,32,14,1,8,0.034835
128,28,28,64,1,4,2,7,32,2,2,1,0.06858
128,28,28,64,1,2,1,1,32,1,2,16,0.166925
128,28,28,64,1,4,1,4,32,4,1,4,0.03709
128,28,28,64,1,2,2,2,32,2,1,32,0.15990500000000002
128,28,28,64,1,1,2,7,32,7,1,1,0.047475
128,28,28,64,1,1,1,2,32,14,1,32,0.22068500000000002
128,28,28,64,1,1,1,1,32,1,2,2,0.08045
128,28,28,64,1,4,1,7,32,7,2,1,0.07731
128,28,28,64,1,2,1,1,32,2,14,4,0.085295
128,28,28,64,1,1,1,1,32,1,1,16,0.403215
128,28,28,64,1,2,1,2,32,1,7,1,0.04509
128,28,28,64,1,1,1,1,32,7,2,32,0.35171
128,28,28,64,1,2,1,1,32,2,2,2,0.063985
128,28,28,64,1,4,1,2,32,4,1,32,0.17976
128,28,28,64,1,1,4,7,32,7,1,1,0.08263999999999999
128,28,28,64,1,1,1,14,32,1,1,4,0.02224
128,28,28,64,1,4,2,4,32,14,1,32,0.09856
128,28,28,64,1,1,1,2,32,2,7,32,0.16157
128,28,28,64,1,2,2,4,32,7,1,8,0.036915
128,28,28,64,1,2,2,2,32,2,1,1,0.068525
128,28,28,64,1,1,1,14,32,2,1,8,0.022545
128,28,28,64,1,4,1,1,32,1,2,2,0.04778
128,28,28,64,1,1,1,1,32,14,2,1,0.10515
128,28,28,64,1,2,2,7,32,7,1,1,0.05789
128,28,28,64,1,2,1,2,32,1,1,16,0.15155
128,28,28,64,1,2,2,4,32,1,1,4,0.032354999999999995
128,28,28,64,1,4,2,2,32,1,2,4,0.03864
128,28,28,64,1,4,1,1,32,2,2,8,0.09062
128,28,28,64,1,2,1,1,32,14,2,32,0.36211
128,28,28,64,1,4,1,4,32,1,1,16,0.0729
128,28,28,64,1,2,2,4,32,2,1,16,0.05147
128,28,28,64,1,4,4,7,32,1,2,1,0.07253000000000001
128,28,28,64,1,4,1,4,32,2,1,16,0.05771
128,28,28,64,1,1,1,1,32,1,14,2,0.09603
128,28,28,64,1,1,1,1,32,4,1,32,0.40592
128,28,28,64,1,4,2,2,32,7,1,16,0.095025
128,28,28,64,1,1,1,14,32,7,1,8,0.02266
128,28,28,64,1,1,2,7,32,14,1,16,0.03944
128,28,28,64,1,4,1,2,32,4,7,1,0.07672000000000001
128,28,28,64,1,4,1,2,32,4,2,16,0.08486
128,28,28,64,1,4,2,7,32,7,2,2,0.06493
128,28,28,64,1,1,1,2,32,7,2,16,0.12074
128,28,28,64,1,4,2,2,32,2,7,8,0.0312
128,28,28,64,1,4,1,14,32,7,1,32,0.05046
128,28,28,64,1,2,2,4,32,7,1,1,0.06500500000000001
128,28,28,64,1,2,1,1,32,4,2,32,0.30561499999999997
128,28,28,64,1,1,1,7,32,1,1,16,0.058480000000000004
128,28,28,64,1,2,1,4,32,2,1,2,0.038735000000000006
128,28,28,64,1,1,1,7,32,1,2,8,0.025775
128,28,28,64,1,4,1,7,32,2,2,32,0.05128
128,28,28,64,1,2,1,1,32,1,7,1,0.05126
128,28,28,64,1,4,1,2,32,7,2,32,0.159885
128,28,28,64,1,1,1,7,32,2,1,4,0.026735000000000002
128,28,28,64,1,4,2,4,32,1,1,8,0.04144
128,28,28,64,1,1,1,2,32,14,2,2,0.058385
128,28,28,64,1,2,1,1,32,4,2,4,0.07056
128,28,28,64,1,2,1,7,32,2,2,4,0.0231
128,28,28,64,1,4,2,2,32,2,7,2,0.04454
128,28,28,64,1,2,1,2,32,14,2,2,0.03728
128,28,28,64,1,1,2,14,32,2,1,2,0.02922
128,28,28,64,1,2,2,2,32,1,7,8,0.03488
128,28,28,64,1,1,1,1,32,7,1,8,0.18998500000000001
128,28,28,64,1,2,1,14,32,2,1,8,0.02134
128,28,28,64,1,2,1,7,32,2,2,1,0.04653
128,28,28,64,1,1,1,1,32,7,2,1,0.09634999999999999
128,28,28,64,1,1,1,14,32,1,1,2,0.03082
128,28,28,64,1,4,2,2,32,1,1,1,0.0856
128,28,28,64,1,2,1,14,32,1,1,2,0.03485
128,28,28,64,1,4,1,1,32,2,2,16,0.15790500000000002
128,28,28,64,1,1,1,7,32,4,2,32,0.054334999999999994
128,28,28,64,1,2,2,2,32,1,1,8,0.07507
128,28,28,64,1,4,1,14,32,14,1,16,0.03072
128,28,28,64,1,1,1,7,32,14,2,8,0.03082
128,28,28,64,1,1,1,1,32,7,4,16,0.23815999999999998
